"","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","clickedType","clickedSize","clickedColor","column1","column2","column3","column4","column5"
"146","4393-a",1449254435334,2,"subSuperTrial","distr22","clownFish","target",4,4,"fish","animal","blackStimulus",NA,1,1,NA,NA,"bison","distrClass2",2,3,NA,"animal","rabbit","distrClass2",3,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"Fish","","1449254433912","Fish","False","False","False","clownFish",NA,NA,"","","","",""
"148","4393-a",1449254454689,4,"subSuperTrial","distr23","polarBear","target",2,3,"bear","animal","lamp","distrClass3",4,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"horse","distrClass2",3,2,NA,"animal",1,1,0,"Bear","","1449254453612","Bear","False","False","False","polarBear",NA,NA,"","","","",""
"150","4393-a",1449254474196,6,"subSuperTrial","distr22","pigeon","target",3,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"elephant","distrClass2",2,2,NA,"animal","squirrel","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"bird","","1449254472709","bird","False","False","False","pigeon",NA,NA,"","","","",""
"153","4393-a",1449254508026,9,"subSuperTrial","distr22","blackBear","target",3,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"cow","distrClass2",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"rabbit","distrClass2",4,4,NA,"animal",1,1,0,"Bear","","1449254505957","Bear","False","False","False","blackBear",NA,NA,"","","","",""
"154","4393-a",1449254514546,10,"subSuperTrial","distr33","grizzlyBear","target",4,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",2,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass3",3,4,NA,"snack",1,1,0,"bear","","1449254513269","bear","False","False","False","grizzlyBear",NA,NA,"","","","",""
"156","4393-a",1449254533409,12,"subSuperTrial","distr12","swordFish","target",4,2,"fish","animal","blackStimulus",NA,1,1,NA,NA,"discusFish","distrClass1",3,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"sheep","distrClass2",2,4,NA,"animal",1,1,0,"swordfish","","1449254531538","swordfish","False","False","False","swordFish",NA,NA,"","","","",""
"159","4393-a",1449254561428,15,"subSuperTrial","distr22","catfish","target",4,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"chick","distrClass2",3,3,NA,"animal","squirrel","distrClass2",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"Fish","","1449254559467","Fish","False","False","False","catfish",NA,NA,"","","","",""
"161","4393-a",1449254579593,17,"subSuperTrial","distr12","suv","target",4,4,"car","vehicle","motorcycle","distrClass2",2,2,NA,"vehicle","sedan","distrClass1",3,3,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"WHite Suv","","1449254576482","WHite Suv","False","False","True","suv",NA,NA,"","","","",""
"163","4393-a",1449254610291,19,"subSuperTrial","distr12","goldFish","target",3,4,"fish","animal","discusFish","distrClass1",2,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"rhino","distrClass2",4,3,NA,"animal",1,1,0,"Smaller fish by height","","1449254606196","Smaller fish by height","False","False","False","goldFish",NA,NA,"","","","",""
"164","4393-a",1449254616648,20,"subSuperTrial","distr23","poloShirt","target",3,3,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"cookies","distrClass3",4,2,NA,"snack","bathrobe","distrClass2",2,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"Blue shirt","","1449254615311","Blue shirt","False","False","False","poloShirt",NA,NA,"","","","",""
"165","4393-a",1449254623019,21,"subSuperTrial","distr22","hummingBird","target",4,3,"bird","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"chick","distrClass2",2,4,NA,"animal","crocodile","distrClass2",3,2,NA,"animal",1,1,0,"Bird","","1449254621584","Bird","False","False","False","hummingBird",NA,NA,"","","","",""
"166","4393-a",1449254630441,22,"subSuperTrial","distr12","gummyBears","target",2,3,"candy","snack","popcorn","distrClass2",4,4,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",3,2,"candy","snack",1,1,0,"Gummy Bears","","1449254629507","Gummy Bears","False","False","False","gummyBears",NA,NA,"","","","",""
"167","4393-a",1449254637138,23,"subSuperTrial","distr23","eagle","target",3,4,"bird","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"lamp","distrClass3",2,3,NA,"furniture","rhino","distrClass2",4,2,NA,"animal",1,1,0,"Eagle","","1449254635525","Eagle","False","False","True","eagle",NA,NA,"","","","",""
"174","4393-a",1449254726599,30,"subSuperTrial","distr12","germanShepherd","target",2,4,"dog","animal","greyhound","distrClass1",4,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"horse","distrClass2",3,3,NA,"animal",1,1,0,"Dog with right leg further forward than left - black fur on dog","","1449254720620","Dog with right leg further forward than left - black fur on dog","False","False","False","germanShepherd",NA,NA,"","","","",""
"175","4393-a",1449254733859,31,"subSuperTrial","distr22","pandaBear","target",3,3,"bear","animal","iguana","distrClass2",2,4,NA,"animal","sheep","distrClass2",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1449254731658","bear","False","False","False","pandaBear",NA,NA,"","","","",""
"177","4393-a",1449254760520,33,"subSuperTrial","distr23","skittles","target",3,4,"candy","snack","grasses","distrClass3",4,3,NA,"plant","pretzels","distrClass2",2,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"M&M like candy with an S on them","","1449254758404","M&M like candy with an S on them","False","False","False","skittles",NA,NA,"","","","",""
"179","4393-a",1449254775031,35,"subSuperTrial","distr22","diningTable","target",4,3,"table","furniture","blackStimulus",NA,5,5,NA,NA,"bed","distrClass2",2,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"lamp","distrClass2",3,2,NA,"furniture",1,1,0,"Table","","1449254771078","Table","False","False","False","diningTable",NA,NA,"","","","",""
"181","4393-a",1449254789363,37,"subSuperTrial","distr33","sunflower","target",2,4,"flower","plant","blackStimulus",NA,1,1,NA,NA,"lion","distrClass3",3,2,NA,"animal","firetruck","distrClass3",4,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"Flower","","1449254787326","Flower","False","False","False","sunflower",NA,NA,"","","","",""
"185","4393-a",1449254832890,41,"subSuperTrial","distr33","picnicTable","target",4,4,"table","furniture","motorcycle","distrClass3",3,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass3",2,2,NA,"plant",1,1,0,"table","","1449254831003","table","False","False","False","picnicTable",NA,NA,"","","","",""
"186","4393-a",1449254839151,42,"subSuperTrial","distr23","coffeeTable","target",2,4,"table","furniture","blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass2",3,3,NA,"furniture","bison","distrClass3",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1449254837468","table","False","False","False","coffeeTable",NA,NA,"","","","",""
"189","4393-a",1449254860448,45,"subSuperTrial","distr23","minivan","target",2,2,"car","vehicle","iguana","distrClass3",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"firetruck","distrClass2",4,3,NA,"vehicle",1,1,0,"van","","1449254858612","van","False","False","False","minivan",NA,NA,"","","","",""
"192","4393-a",1449254882462,48,"subSuperTrial","distr33","husky","target",3,2,"dog","animal","motorcycle","distrClass3",2,4,NA,"vehicle","wardrobe","distrClass3",4,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"dog","","1449254881140","dog","False","False","False","husky",NA,NA,"","","","",""
"193","4393-a",1449254887791,49,"subSuperTrial","distr23","tulip","target",4,4,"flower","plant","blackStimulus",NA,1,1,NA,NA,"grasses","distrClass2",3,2,NA,"plant","firetruck","distrClass3",2,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"flower","","1449254885961","flower","False","False","False","tulip",NA,NA,"","","","",""
"196","4393-a",1449254911163,52,"subSuperTrial","distr23","parrot","target",2,3,"bird","animal","cow","distrClass2",3,4,NA,"animal","ambulance","distrClass3",4,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1449254908685","bird","False","False","False","parrot",NA,NA,"","","","",""
"198","4393-a",1449254927823,54,"subSuperTrial","distr12","jellyBeans","target",3,4,"candy","snack","blackStimulus",NA,1,1,NA,NA,"popcorn","distrClass2",4,2,NA,"snack","candyCorn","distrClass1",2,3,"candy","snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"jelly beans","","1449254921552","jelly beans","False","False","False","jellyBeans",NA,NA,"","","","",""
"199","4393-a",1449254940572,55,"subSuperTrial","distr23","mnMs","target",3,4,"candy","snack","pretzels","distrClass2",4,3,NA,"snack","chick","distrClass3",2,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"m&ms","","1449254932711","m&ms","False","False","False","mnMs",NA,NA,"","","","",""
"200","4393-a",1449254951823,56,"subSuperTrial","distr12","sportsCar","target",4,4,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"motorcycle","distrClass2",3,2,NA,"vehicle","sedan","distrClass1",2,3,"car","vehicle",1,1,0,"Silver car facing to the right","","1449254949332","Silver car facing to the right","False","False","False","sportsCar",NA,NA,"","","","",""
"202","4393-a",1449254968283,58,"subSuperTrial","distr33","dalmatian","target",4,4,"dog","animal","pretzels","distrClass3",3,3,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass3",2,2,NA,"snack",1,1,0,"dog","","1449254963899","dog","False","False","False","dalmatian",NA,NA,"","","","",""
"204","4393-a",1449254999043,60,"subSuperTrial","distr22","bedsideTable","target",4,3,"table","furniture","wardrobe","distrClass2",2,4,NA,"furniture","bookcase","distrClass2",3,2,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,2,2,0,"2 drawer wooden thing___Like a dresser","","1449254992357___1449254996903","2 drawer wooden thing","False","False","False","bedsideTable",NA,NA,"","","","",""
"205","4393-a",1449255011654,61,"subSuperTrial","distr12","daisy","target",4,2,"flower","plant","ivy","distrClass2",3,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,"lily","distrClass1",2,4,"flower","plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"Sunflower","","1449255009255","Sunflower","False","False","False","daisy",NA,NA,"","","","",""
"206","4393-a",1449255018143,62,"subSuperTrial","distr33","convertible","target",2,2,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"dress","distrClass3",4,3,NA,"clothing","popcorn","distrClass3",3,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"Car","","1449255015207","Car","False","False","False","convertible",NA,NA,"","","","",""
"208","4393-a",1449255039133,64,"subSuperTrial","distr12","tShirt","target",4,2,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"campShirt","distrClass1",3,3,"shirt","clothing","bathrobe","distrClass2",2,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"t-shirt","","1449255036245","t-shirt","False","False","False","tShirt",NA,NA,"","","","",""
"211","4393-a",1449255068004,67,"subSuperTrial","distr33","dressShirt","target",3,3,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"chips","distrClass3",4,2,NA,"snack","blackStimulus",NA,1,1,NA,NA,"elephant","distrClass3",2,4,NA,"animal",1,1,0,"shirt","","1449255064684","shirt","False","False","False","dressShirt",NA,NA,"","","","",""
"214","4393-a",1449255089628,70,"subSuperTrial","distr33","hawaiiShirt","target",3,2,"shirt","clothing","firetruck","distrClass3",4,4,NA,"vehicle","kitten","distrClass3",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"shirt","","1449255085860","shirt","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"215","4393-a",1449255098222,71,"subSuperTrial","distr22","pug","target",3,3,"dog","animal","rhino","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bison","distrClass2",4,2,NA,"animal",1,1,0,"dog","","1449255094090","dog","False","False","False","pug",NA,NA,"","","","",""
"218","8258-f",1449254428972,2,"subSuperTrial","distr22","hummingBird","target",4,2,"bird","animal","bison","distrClass2",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"crocodile","distrClass2",3,4,NA,"animal",1,1,0,"hummingbird","","1449254426671","hummingbird","False","False","False","hummingBird",NA,NA,"","","","",""
"220","8258-f",1449254444703,4,"subSuperTrial","distr33","grizzlyBear","target",3,3,"bear","animal","pottedPlant","distrClass3",2,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"ivy","distrClass3",4,4,NA,"plant",1,1,0,"bear","","1449254443434","bear","False","False","False","grizzlyBear",NA,NA,"","","","",""
"222","8258-f",1449254456943,6,"subSuperTrial","distr33","polarBear","target",4,3,"bear","animal","blackStimulus",NA,1,1,NA,NA,"chips","distrClass3",2,4,NA,"snack","grasses","distrClass3",3,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1449254455677","bear","False","False","False","polarBear",NA,NA,"","","","",""
"224","8258-f",1449254466572,8,"subSuperTrial","distr33","sunflower","target",2,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"dress","distrClass3",4,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"iguana","distrClass3",3,4,NA,"animal",1,1,0,"flower","","1449254465403","flower","False","False","False","sunflower",NA,NA,"","","","",""
"229","8258-f",1449254495119,13,"subSuperTrial","distr22","coffeeTable","target",2,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"bookcase","distrClass2",4,3,NA,"furniture","bed","distrClass2",3,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,1,1,0,"table","","1449254493860","table","False","False","False","coffeeTable",NA,NA,"","","","",""
"230","8258-f",1449254499626,14,"subSuperTrial","distr23","blackBear","target",4,4,"bear","animal","rabbit","distrClass2",3,2,NA,"animal","train","distrClass3",2,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"bear","","1449254498228","bear","False","False","False","blackBear",NA,NA,"","","","",""
"232","8258-f",1449254512823,16,"subSuperTrial","distr22","skittles","target",3,2,"candy","snack","pretzels","distrClass2",4,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass2",2,3,NA,"snack",1,1,0,"skittles","","1449254511560","skittles","False","False","True","skittles",NA,NA,"","","","",""
"233","8258-f",1449254517089,17,"subSuperTrial","distr23","husky","target",2,3,"dog","animal","motorcycle","distrClass3",3,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"sheep","distrClass2",4,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"dog","","1449254515945","dog","False","False","False","husky",NA,NA,"","","","",""
"235","8258-f",1449254528632,19,"subSuperTrial","distr22","dressShirt","target",3,2,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"dress","distrClass2",4,4,NA,"clothing","gloves","distrClass2",2,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1449254526975","shirt","False","False","False","dressShirt",NA,NA,"","","","",""
"240","8258-f",1449254561804,24,"subSuperTrial","distr12","pandaBear","target",3,4,"bear","animal","koalaBear","distrClass1",4,3,"bear","animal","elephant","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"panda","","1449254560382","panda","False","False","False","pandaBear",NA,NA,"","","","",""
"241","8258-f",1449254567081,25,"subSuperTrial","distr23","hawaiiShirt","target",2,2,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"bed","distrClass3",4,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"gloves","distrClass2",3,3,NA,"clothing",1,1,0,"shirt","","1449254565620","shirt","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"242","8258-f",1449254573416,26,"subSuperTrial","distr22","goldFish","target",3,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"lobster","distrClass2",4,4,NA,"animal","lion","distrClass2",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1449254572064","fish","False","False","False","goldFish",NA,NA,"","","","",""
"243","8258-f",1449254595363,27,"subSuperTrial","distr12","catfish","target",4,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"lion","distrClass2",3,4,NA,"animal","discusFish","distrClass1",2,3,"fish","animal","blackStimulus",NA,1,1,NA,NA,3,2,1,"not lion or colored fish"," the silver eel thing___yes","catfish?","1449254592293___1449254592315___1449254595285","not lion or colored fish"," the silver eel thing","False","False","False","catfish",NA,NA,"","",""
"246","8258-f",1449254614217,30,"subSuperTrial","distr33","mnMs","target",4,2,"candy","snack","sheep","distrClass3",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"snake","distrClass3",2,3,NA,"animal",1,1,0,"candy","","1449254612859","candy","False","False","False","mnMs",NA,NA,"","","","",""
"248","8258-f",1449254631738,32,"subSuperTrial","distr12","daisy","target",3,2,"flower","plant","lily","distrClass1",4,3,"flower","plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass2",2,4,NA,"plant",1,1,0,"yellow in center","","1449254628456","yellow in center","False","False","False","daisy",NA,NA,"","","","",""
"249","8258-f",1449254635741,33,"subSuperTrial","distr12","rose","target",2,3,"flower","plant","pottedPlant","distrClass2",3,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"lily","distrClass1",4,2,"flower","plant",1,1,0,"rose","","1449254634567","rose","False","False","True","rose",NA,NA,"","","","",""
"250","8258-f",1449254643379,34,"subSuperTrial","distr23","tulip","target",3,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"chips","distrClass3",2,4,NA,"snack","grasses","distrClass2",4,3,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"red","","1449254642209","red","False","False","False","tulip",NA,NA,"","","","",""
"251","8258-f",1449254647319,35,"subSuperTrial","distr23","tShirt","target",2,4,"shirt","clothing","dress","distrClass2",4,2,NA,"clothing","lion","distrClass3",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"shirt","","1449254646266","shirt","False","False","False","tShirt",NA,NA,"","","","",""
"253","8258-f",1449254656125,37,"subSuperTrial","distr23","pigeon","target",2,2,"bird","animal","pig","distrClass2",3,4,NA,"animal","rosemary","distrClass3",4,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1449254654866","bird","False","False","False","pigeon",NA,NA,"","","","",""
"254","8258-f",1449254660500,38,"subSuperTrial","distr23","picnicTable","target",3,4,"table","furniture","blackStimulus",NA,5,5,NA,NA,"crocodile","distrClass3",4,2,NA,"animal","wardrobe","distrClass2",2,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1449254659071","table","False","False","False","picnicTable",NA,NA,"","","","",""
"256","8258-f",1449254671041,40,"subSuperTrial","distr12","germanShepherd","target",3,3,"dog","animal","cow","distrClass2",2,4,NA,"animal","greyhound","distrClass1",4,2,"dog","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"smallest","","1449254669179","smallest","False","False","False","germanShepherd",NA,NA,"","","","",""
