gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,typeAttributeMentioned,noAttrOrLevelMentioned,basiclevelAttributeMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
8684-3,1450000000000,47,subSuperTrial,distr22,parrot,target,2,4,bird,animal,rabbit,distrClass2,3,3,NA,animal,lion,distrClass2,4,2,NA,animal,1,1,0,flies,,1450000000000,flies,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,parrot,NA,NA,,,,
5975-e,1450000000000,63,subSuperTrial,distr22,clownFish,target,3,2,fish,animal,kitten,distrClass2,2,3,NA,animal,lion,distrClass2,4,4,NA,animal,1,1,0,fins,,1450000000000,fins,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,clownFish,NA,NA,,,,
8258-f,1450000000000,26,subSuperTrial,distr22,goldFish,target,3,2,fish,animal,lobster,distrClass2,4,4,NA,animal,lion,distrClass2,2,3,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,goldFish,NA,NA,,,,
4517-f,1450000000000,51,subSuperTrial,distr22,catfish,target,4,4,fish,animal,cow,distrClass2,3,2,NA,animal,lobster,distrClass2,2,3,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,catfish,NA,NA,,,,
3158-b,1450000000000,61,subSuperTrial,distr22,pandaBear,target,4,4,bear,animal,crocodile,distrClass2,2,2,NA,animal,lobster,distrClass2,3,3,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pandaBear,NA,NA,,,,
3695-5,1450000000000,8,subSuperTrial,distr22,minivan,target,2,3,car,vehicle,train,distrClass2,3,4,NA,vehicle,motorcycle,distrClass2,4,2,NA,vehicle,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,minivan,NA,NA,,,,
5512-7,1450000000000,64,subSuperTrial,distr22,pandaBear,target,3,3,bear,animal,kitten,distrClass2,4,4,NA,animal,pig,distrClass2,2,2,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pandaBear,NA,NA,,,,
5628-2,1450000000000,43,subSuperTrial,distr22,pigeon,target,3,3,bird,animal,rhino,distrClass2,2,2,NA,animal,pig,distrClass2,4,4,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pigeon,NA,NA,,,,
7830-a,1450000000000,16,subSuperTrial,distr22,dalmatian,target,3,3,dog,animal,sheep,distrClass2,2,2,NA,animal,pig,distrClass2,4,4,NA,animal,1,1,0,spots,,1450000000000,spots,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,dalmatian,NA,NA,,,,
7111-e,1450000000000,41,subSuperTrial,distr22,husky,target,2,2,dog,animal,chick,distrClass2,4,3,NA,animal,pig,distrClass2,3,4,NA,animal,1,1,0,grey,,1450000000000,grey,FALSE,TRUE,FALSE,,,x,,,,,,,,husky,NA,NA,,,,
4452-5,1450000000000,46,subSuperTrial,distr22,goldFish,target,3,3,fish,animal,iguana,distrClass2,4,4,NA,animal,pig,distrClass2,2,2,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,goldFish,NA,NA,,,,
5239-5,1450000000000,7,subSuperTrial,distr22,jellyBeans,target,4,2,candy,snack,pretzels,distrClass2,3,4,NA,snack,popcorn,distrClass2,2,3,NA,snack,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,jellyBeans,NA,NA,,,,
9551-7,1450000000000,42,subSuperTrial,distr22,tulip,target,4,3,flower,plant,grasses,distrClass2,2,4,NA,plant,pottedPlant,distrClass2,3,2,NA,plant,1,1,0,red flower,,1450000000000,red flower,FALSE,TRUE,FALSE,,,FALSE,,TRUE,,,,,,tulip,NA,NA,,,,
5512-7,1450000000000,15,subSuperTrial,distr22,daisy,target,2,4,flower,plant,rosemary,distrClass2,3,2,NA,plant,pottedPlant,distrClass2,4,3,NA,plant,1,1,0,daisy,,1450000000000,daisy,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,daisy,NA,NA,,,,
8935-b,1450000000000,14,subSuperTrial,distr22,sunflower,target,4,4,flower,plant,rosemary,distrClass2,2,3,NA,plant,pottedPlant,distrClass2,3,2,NA,plant,1,1,0,Yellow,,1450000000000,Yellow,FALSE,TRUE,FALSE,,,x,,,,,,,,sunflower,NA,NA,,,,
5239-5,1450000000000,30,subSuperTrial,distr22,sunflower,target,4,3,flower,plant,ivy,distrClass2,2,2,NA,plant,pottedPlant,distrClass2,3,4,NA,plant,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,sunflower,NA,NA,,,,
2195-2,1450000000000,63,subSuperTrial,distr22,skittles,target,2,2,candy,snack,chips,distrClass2,3,4,NA,snack,pretzels,distrClass2,4,3,NA,snack,1,1,0,SKITTLES,,1450000000000,SKITTLES,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,skittles,NA,NA,,,,
3695-5,1450000000000,10,subSuperTrial,distr22,mnMs,target,3,3,candy,snack,chips,distrClass2,2,2,NA,snack,pretzels,distrClass2,4,4,NA,snack,2,2,0,or truck___m&ms,,1449265572721___1449265575376,or truck,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,mnMs,NA,NA,,,,
4393-a,1450000000000,2,subSuperTrial,distr22,clownFish,target,4,4,fish,animal,bison,distrClass2,2,3,NA,animal,rabbit,distrClass2,3,2,NA,animal,1,1,0,Fish,,1450000000000,Fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
3504-8,1450000000000,29,subSuperTrial,distr22,hummingBird,target,4,2,bird,animal,horse,distrClass2,2,4,NA,animal,rabbit,distrClass2,3,3,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hummingBird,NA,NA,,,,
2919-a,1450000000000,32,subSuperTrial,distr22,dalmatian,target,3,4,dog,animal,bison,distrClass2,4,2,NA,animal,rhino,distrClass2,2,3,NA,animal,1,1,0,dalmation,,1450000000000,dalmation,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,dalmatian,NA,NA,,,,
4452-5,1450000000000,62,subSuperTrial,distr22,blackBear,target,4,2,bear,animal,elephant,distrClass2,2,3,NA,animal,sheep,distrClass2,3,4,NA,animal,1,1,0,black bear,,1450000000000,black bear,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,blackBear,NA,NA,,,,
5628-2,1450000000000,4,subSuperTrial,distr22,blackBear,target,2,4,bear,animal,iguana,distrClass2,3,3,NA,animal,sheep,distrClass2,4,2,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
4842-f,1450000000000,66,subSuperTrial,distr22,swordFish,target,4,4,fish,animal,rhino,distrClass2,2,2,NA,animal,sheep,distrClass2,3,3,NA,animal,2,2,0,blank in a can ___from the ocean,,1449260437474___1449260443647,blank in a can ,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,,,,,,,swordFish,NA,NA,,,,
9551-7,1450000000000,24,subSuperTrial,distr22,catfish,target,4,4,fish,animal,kitten,distrClass2,2,3,NA,animal,snake,distrClass2,3,2,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,catfish,NA,NA,,,,
8684-3,1450000000000,7,subSuperTrial,distr22,hummingBird,target,3,4,bird,animal,rabbit,distrClass2,2,2,NA,animal,snake,distrClass2,4,3,NA,animal,1,1,0,flies,,1450000000000,flies,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,hummingBird,NA,NA,,,,
9807-5,1450000000000,25,subSuperTrial,distr22,tShirt,target,4,2,shirt,clothing,dress,distrClass2,2,4,NA,clothing,socks,distrClass2,3,3,NA,clothing,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,,,FALSE,,TRUE,,,,,,tShirt,NA,NA,,,,
5512-7,1450000000000,7,subSuperTrial,distr22,dressShirt,target,3,2,shirt,clothing,dress,distrClass2,2,4,NA,clothing,socks,distrClass2,4,3,NA,clothing,1,1,0,blue,,1450000000000,blue,FALSE,TRUE,FALSE,,,x,,,,,,,,dressShirt,NA,NA,,,,
6456-4,1450000000000,68,subSuperTrial,distr22,blackBear,target,2,4,bear,animal,kitten,distrClass2,3,2,NA,animal,squirrel,distrClass2,4,3,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
3504-8,1450000000000,15,subSuperTrial,distr22,pandaBear,target,2,2,bear,animal,rabbit,distrClass2,4,3,NA,animal,squirrel,distrClass2,3,4,NA,animal,1,1,0,panda,,1450000000000,panda,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,pandaBear,NA,NA,,,,
3158-b,1450000000000,27,subSuperTrial,distr22,dalmatian,target,2,3,dog,animal,sheep,distrClass2,4,2,NA,animal,squirrel,distrClass2,3,4,NA,animal,1,1,0,doggie,,1450000000000,doggie,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
4393-a,1450000000000,15,subSuperTrial,distr22,catfish,target,4,2,fish,animal,chick,distrClass2,3,3,NA,animal,squirrel,distrClass2,2,4,NA,animal,1,1,0,Fish,,1450000000000,Fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,catfish,NA,NA,,,,
4393-a,1450000000000,6,subSuperTrial,distr22,pigeon,target,3,4,bird,animal,elephant,distrClass2,2,2,NA,animal,squirrel,distrClass2,4,3,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pigeon,NA,NA,,,,
5975-e,1450000000000,72,subSuperTrial,distr22,minivan,target,3,3,car,vehicle,ambulance,distrClass2,4,4,NA,vehicle,train,distrClass2,2,2,NA,vehicle,1,1,0,white,,1450000000000,white,FALSE,TRUE,FALSE,,,x,,,,,,,,minivan,NA,NA,,,,
5975-e,1450000000000,52,subSuperTrial,distr22,sportsCar,target,3,2,car,vehicle,firetruck,distrClass2,2,3,NA,vehicle,train,distrClass2,4,4,NA,vehicle,1,1,0,silver,,1450000000000,silver,FALSE,TRUE,FALSE,,,x,,,,,,,,sportsCar,NA,NA,,,,
8430-f,1450000000000,51,subSuperTrial,distr22,picnicTable,target,2,3,table,furniture,bookcase,distrClass2,4,2,NA,furniture,wardrobe,distrClass2,3,4,NA,furniture,2,2,0,good job so far!___picnic,,1449255359603___1449255360627,good job so far!,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,picnicTable,NA,NA,,,,
9551-7,1450000000000,50,subSuperTrial,distr22,bedsideTable,target,4,3,table,furniture,lamp,distrClass2,2,2,NA,furniture,wardrobe,distrClass2,3,4,NA,furniture,1,1,0,drawers,,1450000000000,drawers,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,bedsideTable,NA,NA,,,,
5076-0,1450000000000,53,subSuperTrial,distr22,diningTable,target,4,2,table,furniture,lamp,distrClass2,3,4,NA,furniture,wardrobe,distrClass2,2,3,NA,furniture,1,1,0,Desk,,1450000000000,Desk,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,diningTable,NA,NA,,,,
3293-5,1450000000000,53,subSuperTrial,distr22,diningTable,target,4,2,table,furniture,bed,distrClass2,3,3,NA,furniture,bookcase,distrClass2,2,4,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
2195-2,1450000000000,32,subSuperTrial,distr22,picnicTable,target,2,3,table,furniture,bed,distrClass2,4,2,NA,furniture,bookcase,distrClass2,3,4,NA,furniture,1,1,0,PICNIC TABLE,,1450000000000,PICNIC TABLE,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,picnicTable,NA,NA,,,,
5934-3,1450000000000,21,subSuperTrial,distr22,diningTable,target,2,3,table,furniture,lamp,distrClass2,4,4,NA,furniture,bookcase,distrClass2,3,2,NA,furniture,2,1,1,table,ha! lol you should create an account!,1449261277640___1449261287041,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
9807-5,1450000000000,39,subSuperTrial,distr22,coffeeTable,target,3,2,table,furniture,wardrobe,distrClass2,2,4,NA,furniture,bookcase,distrClass2,4,3,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
2919-a,1450000000000,34,subSuperTrial,distr22,catfish,target,2,3,fish,animal,bison,distrClass2,4,2,NA,animal,chick,distrClass2,3,4,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,catfish,NA,NA,,,,
3695-5,1450000000000,19,subSuperTrial,distr22,gummyBears,target,4,3,candy,snack,cookies,distrClass2,2,4,NA,snack,chips,distrClass2,3,2,NA,snack,1,1,0,gummy bears,,1450000000000,gummy bears,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,gummyBears,NA,NA,,,,
3158-b,1450000000000,69,subSuperTrial,distr22,mnMs,target,3,2,candy,snack,popcorn,distrClass2,2,4,NA,snack,chips,distrClass2,4,3,NA,snack,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,mnMs,NA,NA,,,,
8935-b,1450000000000,15,subSuperTrial,distr22,skittles,target,4,3,candy,snack,popcorn,distrClass2,2,4,NA,snack,chips,distrClass2,3,2,NA,snack,1,1,0,Rainbow,,1450000000000,Rainbow,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,skittles,NA,NA,,,,
6456-4,1450000000000,65,subSuperTrial,distr22,jellyBeans,target,4,4,candy,snack,popcorn,distrClass2,3,2,NA,snack,chips,distrClass2,2,3,NA,snack,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,jellyBeans,NA,NA,,,,
7830-a,1450000000000,17,subSuperTrial,distr22,mnMs,target,4,2,candy,snack,popcorn,distrClass2,2,4,NA,snack,chips,distrClass2,3,3,NA,snack,1,1,0,mmmmmm,,1450000000000,mmmmmm,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,mnMs,NA,NA,,,,
4517-f,1450000000000,32,subSuperTrial,distr22,gummyBears,target,3,3,candy,snack,pretzels,distrClass2,4,4,NA,snack,chips,distrClass2,2,2,NA,snack,1,1,0,gummis,,1450000000000,gummis,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,gummyBears,NA,NA,,,,
3504-8,1450000000000,36,subSuperTrial,distr22,jellyBeans,target,3,4,candy,snack,pretzels,distrClass2,2,3,NA,snack,chips,distrClass2,4,2,NA,snack,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,jellyBeans,NA,NA,,,,
8286-0,1450000000000,16,subSuperTrial,distr22,jellyBeans,target,2,3,candy,snack,popcorn,distrClass2,4,4,NA,snack,cookies,distrClass2,3,2,NA,snack,1,1,0,beans,,1450000000000,beans,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,jellyBeans,NA,NA,,,,
1223-7,1450000000000,11,subSuperTrial,distr22,skittles,target,3,4,candy,snack,pretzels,distrClass2,2,2,NA,snack,cookies,distrClass2,4,3,NA,snack,1,1,0,Skittles,,1450000000000,Skittles,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,skittles,NA,NA,,,,
5239-5,1450000000000,26,subSuperTrial,distr22,gummyBears,target,4,2,candy,snack,chips,distrClass2,2,4,NA,snack,cookies,distrClass2,3,3,NA,snack,1,1,0,gummies,,1450000000000,gummies,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,gummyBears,NA,NA,,,,
2195-2,1450000000000,55,subSuperTrial,distr22,parrot,target,4,3,bird,animal,snake,distrClass2,2,2,NA,animal,cow,distrClass2,3,4,NA,animal,1,1,0,PARROT,,1450000000000,PARROT,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,parrot,NA,NA,,,,
8258-f,1450000000000,2,subSuperTrial,distr22,hummingBird,target,4,2,bird,animal,bison,distrClass2,2,3,NA,animal,crocodile,distrClass2,3,4,NA,animal,1,1,0,hummingbird,,1450000000000,hummingbird,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,hummingBird,NA,NA,,,,
2919-a,1450000000000,22,subSuperTrial,distr22,hummingBird,target,3,3,bird,animal,kitten,distrClass2,4,2,NA,animal,crocodile,distrClass2,2,4,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hummingBird,NA,NA,,,,
5934-3,1450000000000,70,subSuperTrial,distr22,hummingBird,target,2,2,bird,animal,rabbit,distrClass2,3,4,NA,animal,crocodile,distrClass2,4,3,NA,animal,2,1,1,hummingbird,awesome,1449261984697___1449261985511,hummingbird,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,hummingBird,NA,NA,,,,
4393-a,1450000000000,21,subSuperTrial,distr22,hummingBird,target,4,3,bird,animal,chick,distrClass2,2,4,NA,animal,crocodile,distrClass2,3,2,NA,animal,1,1,0,Bird,,1450000000000,Bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hummingBird,NA,NA,,,,
8684-3,1450000000000,61,subSuperTrial,distr22,poloShirt,target,2,4,shirt,clothing,bathrobe,distrClass2,4,2,NA,clothing,dress,distrClass2,3,3,NA,clothing,1,1,0,mens,,1450000000000,mens,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,poloShirt,NA,NA,,,,
2195-2,1450000000000,20,subSuperTrial,distr22,poloShirt,target,4,4,shirt,clothing,bathrobe,distrClass2,2,2,NA,clothing,dress,distrClass2,3,3,NA,clothing,1,1,0,POLO SHIRT,,1450000000000,POLO SHIRT,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,poloShirt,NA,NA,,,,
1223-7,1450000000000,37,subSuperTrial,distr22,grizzlyBear,target,3,3,bear,animal,kitten,distrClass2,2,2,NA,animal,elephant,distrClass2,4,4,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,grizzlyBear,NA,NA,,,,
9807-5,1450000000000,16,subSuperTrial,distr22,swordFish,target,3,2,fish,animal,lion,distrClass2,4,3,NA,animal,elephant,distrClass2,2,4,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,swordFish,NA,NA,,,,
8286-0,1450000000000,10,subSuperTrial,distr22,eagle,target,4,2,bird,animal,sheep,distrClass2,2,3,NA,animal,elephant,distrClass2,3,4,NA,animal,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,eagle,NA,NA,,,,
0198-d,1450000000000,54,subSuperTrial,distr22,dalmatian,target,4,4,dog,animal,crocodile,distrClass2,3,3,NA,animal,elephant,distrClass2,2,2,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
1223-7,1450000000000,6,subSuperTrial,distr22,eagle,target,2,3,bird,animal,snake,distrClass2,4,4,NA,animal,elephant,distrClass2,3,2,NA,animal,1,1,0,The eagle,,1450000000000,The eagle,FALSE,FALSE,TRUE,,,FALSE,,,,,,,TRUE,eagle,NA,NA,,,,
9551-7,1450000000000,25,subSuperTrial,distr22,hummingBird,target,2,4,bird,animal,snake,distrClass2,3,2,NA,animal,elephant,distrClass2,4,3,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hummingBird,NA,NA,,,,
3293-5,1450000000000,68,subSuperTrial,distr22,sportsCar,target,3,2,car,vehicle,ambulance,distrClass2,2,4,NA,vehicle,firetruck,distrClass2,4,3,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sportsCar,NA,NA,,,,
8430-f,1450000000000,23,subSuperTrial,distr22,suv,target,3,4,car,vehicle,ambulance,distrClass2,2,2,NA,vehicle,firetruck,distrClass2,4,3,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,suv,NA,NA,,,,
7111-e,1450000000000,44,subSuperTrial,distr22,convertible,target,2,2,car,vehicle,motorcycle,distrClass2,3,3,NA,vehicle,firetruck,distrClass2,4,4,NA,vehicle,1,1,0,silver vroom,,1450000000000,silver vroom,FALSE,TRUE,FALSE,,,FALSE,TRUE,,,,,,,convertible,NA,NA,,,,
1223-7,1450000000000,56,subSuperTrial,distr22,minivan,target,3,3,car,vehicle,train,distrClass2,2,2,NA,vehicle,firetruck,distrClass2,4,4,NA,vehicle,1,1,0,white van,,1450000000000,white van,FALSE,TRUE,TRUE,,,FALSE,,,,,TRUE,,,minivan,NA,NA,,,,
5512-7,1450000000000,50,subSuperTrial,distr22,poloShirt,target,3,4,shirt,clothing,bathrobe,distrClass2,4,2,NA,clothing,gloves,distrClass2,2,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,poloShirt,NA,NA,,,,
6456-4,1450000000000,28,subSuperTrial,distr22,tShirt,target,4,2,shirt,clothing,bathrobe,distrClass2,3,4,NA,clothing,gloves,distrClass2,2,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tShirt,NA,NA,,,,
5076-0,1450000000000,19,subSuperTrial,distr22,dressShirt,target,3,4,shirt,clothing,bathrobe,distrClass2,4,2,NA,clothing,gloves,distrClass2,2,3,NA,clothing,1,1,0,Typical menswear,,1450000000000,Typical menswear,FALSE,FALSE,FALSE,,,FALSE,,,,TRUE,,,,dressShirt,NA,NA,,,,
0198-d,1450000000000,32,subSuperTrial,distr22,tShirt,target,2,4,shirt,clothing,dress,distrClass2,4,2,NA,clothing,gloves,distrClass2,3,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tShirt,NA,NA,,,,
5975-e,1450000000000,40,subSuperTrial,distr22,tShirt,target,4,3,shirt,clothing,socks,distrClass2,2,4,NA,clothing,gloves,distrClass2,3,2,NA,clothing,1,1,0,blue solid,,1450000000000,blue solid,FALSE,TRUE,FALSE,,,x,,,,,,,,tShirt,NA,NA,,,,
1223-7,1450000000000,42,subSuperTrial,distr22,daisy,target,3,4,flower,plant,ivy,distrClass2,4,2,NA,plant,grasses,distrClass2,2,3,NA,plant,1,1,0,daisy,,1450000000000,daisy,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,daisy,NA,NA,,,,
8430-f,1450000000000,13,subSuperTrial,distr22,daisy,target,2,2,flower,plant,rosemary,distrClass2,3,4,NA,plant,grasses,distrClass2,4,3,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,daisy,NA,NA,,,,
5239-5,1450000000000,1,subSuperTrial,distr22,daisy,target,2,4,flower,plant,ivy,distrClass2,4,2,NA,plant,grasses,distrClass2,3,3,NA,plant,3,2,1,hi___first one is flower,hello,1449257918150___1449257922061___1449257926628,hi,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,daisy,NA,NA,,,,
3504-8,1450000000000,43,subSuperTrial,distr22,catfish,target,2,2,fish,animal,chick,distrClass2,4,3,NA,animal,horse,distrClass2,3,4,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,catfish,NA,NA,,,,
